標題,檔名,來源網址
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度雲林縣總決算審核報告.pdf",90beebc06d2e25089f95bf52bde5b152.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_706_4855015_75278.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度嘉義縣總決算審核報告.pdf",d765b1fd33eed62e0d06b96dd2cdd4cc.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_707_5429591_75278.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度嘉義市總決算審核報告.pdf",5791be6767eddf494c5f3d6e4d934100.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_708_3651040_75279.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度臺南縣總決算審核報告.pdf",d0d4d61fc4cf4e48d263a95dc158fe6d.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_709_4961077_75279.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度臺南市總決算審核報告.pdf",8e5636e13fefbbd1e6180f6a3f321f55.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_710_9869317_75279.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度高雄縣總決算審核報告.pdf",7218ecd1c616d0a6d9e7f4573c469139.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_711_692890_75279.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 高雄縣大東文化藝術園區興建計畫特別決算審核報告（中華民國96年度至98年度）.pdf",4854fbec9174edf5a62040f05ba07b94.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_712_8678629_75279.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度屏東縣總決算審核報告.pdf",de21561f9c0f2b0a8789fd71068276c8.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_713_5954297_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度花蓮縣總決算審核報告.pdf",b5c428109d60440708aef8f3d1f54453.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_714_4741835_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度臺東縣總決算審核報告.pdf",d274dfd6daa882a0457283fb0a0ac818.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_715_5212380_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度臺東縣總決算審核報告.pdf",f3292ff6aba919d9c0a14e93a67c5bdc.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_716_502357_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度澎湖縣總決算審核報告.pdf",c83d406d0ed03e9ef1c35ab046cee031.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_717_6400013_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度金門縣總決算審核報告.pdf",59bb9f20e51db3f5976ed90cd486d271.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_718_6839515_75534.pdf
"民國98年度 > 中華民國98年度各縣市總決算審核報告 > 98年度連江縣總決算審核報告.pdf",b4ab82fff37858a7ffa0bd9a7ac4c875.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/87/pta_719_2004747_75534.pdf
"民國97年度 > 民國97年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 97年度中央政府總決算審核報告.pdf",5fb1cc36c8082366a74a32e6e3cac7d7.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/2/pta_731_5679069_99436.pdf
"民國97年度 > 民國97年度中央政府總決算審核報告參考資料（總決算部分） > 97年度中央政府總決算審核報告參考資料（總決算部分）.pdf",24d43d77aad1fec0db6c8c644e9e1879.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/3/pta_732_9635144_99467.pdf
"民國97年度 > 民國97年度中央政府總決算審核報告參考資料（非營業部分） > 97年度中央政府總決算審核報告參考資料（非營業部分）.pdf",86d8262948bfd9ed9de65435f3d0faf6.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/0/pta_730_5977663_99344.pdf
"民國97年度 > 民國97年度中央政府總決算審核報告參考資料（營業部分） > 97年度中央政府總決算審核報告參考資料(營業部分).pdf",d08467a2fbf0fbeda4819e842dd6abf3.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/5/pta_733_9297828_99587.pdf
"民國97年度 > 民國97年度中央政府擴大公共建設投資計畫特別決算審核報告 > 97年度中央政府擴大公共建設投資計畫特別決算審核報告.pdf",a148bbc9ff930b27e3f0d305ee8b2d83.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/1/pta_735_7176756_99659.pdf
"民國97年度 > 民國95至97年度中央政府石門水庫及其集水區整治計畫第1期特別決算審核報告 > 石門特別決算審核報告.pdf",62d6083e5f182b153b03f79eed269161.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/4/pta_734_2417176_99628.pdf
"民國97年度 > 民國97年度臺北市地方總決算審核報告（含附屬單位決算及綜計表） > 97年度臺北市地方總決算審核報告.pdf",d3e86cb2b77aca249437dbed5220a548.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/96/pta_728_1338956_99185.pdf
"民國97年度 > 民國97年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 97年度高雄市地方總決算審核報告.pdf",a86837632b03394681972e45e2ebe552.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/95/pta_729_8888861_99257.pdf
"民國96年度 > 民國96年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 96年度中央政府總決算審核報告.pdf",87bf859a81c08f0de1e74c112465d00f.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/10/pta_720_5063630_76897.pdf
"民國96年度 > 民國96年度中央政府總決算審核報告參考資料（總決算部分） > 民國96年度中央政府總決算審核報告參考資料（總決算部分）.pdf",4897be8063f8d56de01b23495c54e29e.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/11/pta_725_9016602_98477.pdf
"民國96年度 > 民國96年度中央政府總決算審核報告參考資料（非營業部分） > 民國96年度中央政府總決算審核報告參考資料（非營業部分）.pdf",764e432ca0737f53b6ebceda5a8126e2.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/6/pta_726_5033637_98574.pdf
"民國96年度 > 民國96年度中央政府總決算審核報告參考資料（營業部分） > 民國96年度中央政府總決算審核報告參考資料（營業部分）.pdf",d77a31d6be0bc044f019ee2a97343bfd.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/9/pta_727_2688158_98742.pdf
"民國96年度 > 民國96年度中央政府擴大公共建設投資計畫特別決算審核報告 > 民國96年度中央政府擴大公共建設投資計畫特別決算審核報告.pdf",a1ba029d5ac337226c7cb5d26459b599.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/7/pta_722_2710613_76967.pdf
"民國96年度 > 民國95年度至96年度中央政府易淹水地區水患治理計畫第1期特別決算審核報告 > 民國95年度至96年度中央政府易淹水地區水患治理計畫第1期特別決算審核報告.pdf",15b76decdd91dbfb8bf9a45b2e50ab8e.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/8/pta_721_6952995_76955.pdf
"民國96年度 > 民國96年度臺北市地方總決算審核報告（含附屬單位決算及綜計表） > 民國96年度臺北市地方總決算審核報告.pdf",c94b1bebaf53423414ed54141d9e9c46.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/13/pta_723_3464340_98258.pdf
"民國96年度 > 民國96年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 民國96年度高雄市地方總決算審核報告.pdf",367cbc7b46b6596acaec3f69eaa6a3c4.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/12/pta_724_5861518_98309.pdf
"民國95年度 > 民國95年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 民國95年度(含附屬單位決算及綜計表).pdf",23e551c1ec8ac51310cc8e17d9a6d377.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/18/pta_736_9621351_36086.pdf
"民國95年度 > 民國95年度中央政府總決算審核報告參考資料（非營業部分） > 民國95年度(非營業部分).pdf",66254267adf33fdf64359bbd008f374d.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/15/pta_738_3169057_36128.pdf
"民國95年度 > 民國95年度中央政府總決算審核報告參考資料（營業部分） > 民國95年度(營業部分).pdf",090f3be885c175e069a2907f95c3e8ef.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/16/pta_739_4355866_36139.pdf
"民國95年度 > 民國95年度中央政府擴大公共建設投資計畫特別決算審核報告 > 民國95年度擴大公共建設投資計畫.pdf",ab4c372b5889da1966fb983aad482408.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/14/pta_740_2049754_36151.pdf
"民國95年度 > 民國95年度臺北市地方總決算審核報告（含附屬單位決算及綜計表） > 民國95年度臺北市.pdf",99d7b4f277a8da2bfecef14e6a28893a.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/19/pta_741_5783708_36206.pdf
"民國95年度 > 民國95年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 民國95年度高雄市.pdf",aece492d4c84f254a9bea66ff0bf0f84.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/20/pta_742_4732135_36228.pdf
"民國94年度 > 民國94年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 民國94年度中央政府總決算審核報告（含附屬單位決算及綜計表）.pdf",49a21bfde9492a65d1029a060e071fbd.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/21/pta_753_8372257_11942.pdf
"民國94年度 > 民國94年度台北市地方總決算審核報告（含附屬單位決算及綜計表） > 民國94年度台北市地方總決算審核報告.pdf",a3d44c8d6a209103e362929c7f2b1419.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/22/pta_754_1683060_11970.pdf
"民國94年度 > 民國94年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 民國94年度高雄市地方總決算審核報告.pdf",d41c458bfef603556291b9362892d041.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/23/pta_755_6722766_11997.pdf
"民國93年度 > 民國93年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 民國93年度中央政府總決算審核報告（含附屬單位決算及綜計表）.pdf",07d7106b2fb829f3f9cd82ebece6a740.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/42/pta_750_9373184_11808.pdf
"民國93年度 > 民國93年度台北市地方總決算審核報告（含附屬單位決算及綜計表） > 民國93年度台北市地方總決算審核報告（含附屬單位決算及綜計表）.pdf",5b12bce1774ce904717b41ac171e6043.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/43/pta_751_5702394_11832.pdf
"民國93年度 > 民國93年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 民國93年度高雄市地方總決算審核報告（含附屬單位決算及綜計表）.pdf",3d406e7e39aba122cf815272b21fb6c0.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/44/pta_752_7819222_11865.pdf
"民國92年度 > 民國92年度中央政府總決算審核報告（含附屬單位決算及綜計表） > 民國92年度中央政府總決算審核報告（含附屬單位決算及綜計表）.pdf",b2a16466f88bd966664c8eb76b213c18.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/41/pta_749_1517743_11756.pdf
"民國92年度 > 民國92年度台北市地方總決算審核報告（含附屬單位決算及綜計表） > 民國92年度台北市地方總決算審核報告（含附屬單位決算及綜計表）.pdf",614d325af5d81273156fb107a6309ca5.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/40/pta_748_2411965_11709.pdf
"民國92年度 > 民國92年度高雄市地方總決算審核報告（含附屬單位決算及綜計表） > 民國92年度高雄市地方總決算審核報告（含附屬單位決算及綜計表）.pdf",6df906342b844a74f3617b1ea23cd129.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/39/pta_747_5154206_11686.pdf
"民國91年度 > 民國91年度中央政府總決算暨附屬單位決算及綜計表(營業部分與非營業部分)審核報告 > 民國91年度中央政府總決算暨附屬單位決算及綜計表(營業部分與非營業部分)審核報告.pdf",878c1e9e8979a365dea2bb788014c794.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/38/pta_746_5615500_11582.pdf
"民國91年度 > 民國91年度台北市地方總決算審核報告 > 民國91年度台北市地方總決算審核報告.pdf",edcd40e47d44b171ad66505c5f2464a0.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/37/pta_745_6376534_11552.pdf
"民國91年度 > 民國91年度高雄市地方總決算暨附屬單位決算及綜計表審核報告 > 民國91年度高雄市地方總決算暨附屬單位決算及綜計表審核報告.pdf",6e63971153157a53de148d1cc6071686.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/36/pta_744_7304487_11493.pdf
"民國90年度 > 民國90年度中央政府總決算審核報告(第一冊) > 民國90年度(第一冊).pdf",9735b30547e9c8a7691807a877384e15.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/6/pta_816_1487775_16774.pdf
"民國90年度 > 民國90年度中央政府總決算附屬單位決算及綜計表審核報告(非營業部分) > 民國90年度(非營業部分).pdf",5325c2abaa775b95efeacb45effbc1f9.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/7/pta_817_74059_17324.pdf
"民國90年度 > 民國90年度中央政府總決算附屬單位決算及綜計表審核報告(營業部分) > 民國90年度(營業部分).pdf",949a2fe11cf338b45b0ede6ad872a444.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/8/pta_818_70114_18430.pdf
"民國90年度 > 民國90年度台北市地方總決算審核報告 > 民國90年度台北市.pdf",92b1b4fc1814dc28f792da91a1e63f5e.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/9/pta_819_5364932_18469.pdf
"民國90年度 > 民國90年度台北市地方總決算附屬單位決算及綜計表審核報告 > 民國90年度台北市(附屬單位決算及綜計表).pdf",823c73df2ad5e25b3c496d2615f47085.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/10/pta_820_1592612_18500.pdf
"民國90年度 > 民國90年度高雄市地方總決算審核報告 > 民國90年度高雄市.pdf",9f5153604c7dcf9fced994665aad40c5.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/11/pta_821_900237_18529.pdf
"民國90年度 > 民國90年度高雄市地方總決算附屬單位決算及綜計表審核報告 > 民國90年度高雄市(附屬單位決算及綜計表).pdf",089f1d044f48f373d8abf58056c082d2.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/12/pta_822_7092091_18551.pdf
"民國89年度 > 民國89年度中央政府總決算審核報告(第一冊) > 民國89年度(第一冊) .pdf",571678579da4f029b112c5bc12545907.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/63/pta_773_9373190_18692.pdf
"民國89年度 > 民國89年度中央政府總決算附屬單位決算及綜計表審核報告(非營業部分) > 民國89年度(非營業部分) .pdf",33bcb02276305ad093715249c74de1cb.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/64/pta_774_9253263_18709.pdf
"民國89年度 > 民國89年度中央政府總決算附屬單位決算及綜計表審核報告(營業部分) > 1010809-02.pdf",6e57ecd7bbee7469abd830ef96f83ae3.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/4/pta_310_9926396_74032.pdf
"民國89年度 > 中央政府九二一震災災後重建第二期特別決算審核報告 > 中央政府九二一震災災後重建第二期特別決算審核報告.pdf",4af38222f24fe68ffeb49e16da31dd6b.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/66/pta_776_7012589_18742.pdf
"民國89年度 > 中央政府九二一震災災後重建特別決算審核報告 > 中央政府九二一震災災後重建特別決算審核報告.pdf",dd83d5a62e72d16025da805b78be8583.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/67/pta_777_8576107_18764.pdf
"民國89年度 > 民國89年度台北市地方總決算審核報告 > 民國88年下半年及89年度台北市.pdf",dd5da441e17012fe73b50ae03b7a6cd4.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/75/pta_785_4560694_19361.pdf
"民國89年度 > 民國89年度台北市地方總決算附屬單位決算及綜計表審核報告 > 民國88年下半年及89年度台北市(附屬單位決算及綜計表).pdf",e27da2dd26861171b0cb60dabb27c298.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/76/pta_786_9753355_19386.pdf
"民國89年度 > 民國89年度高雄市地方總決算審核報告 > 民國89年度高雄市.pdf",1b5a1e1e5a5484316a41833fbe0662cf.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/68/pta_778_3416920_18783.pdf
"民國89年度 > 民國89年度高雄市地方總決算附屬單位決算及綜計表審核報告 > 民國89年度高雄市(附屬單位決算及綜計表).pdf",0f20792ee90ec16dd7c92481466732b8.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/69/pta_779_8504484_18800.pdf
"民國88年度 > 民國88年度中央政府總決算審核報告(第一冊) > 民國88年度(第一冊).pdf",60f496b31c603cb6b783480eba958c2d.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/70/pta_780_3838817_19219.pdf
"民國88年度 > 民國88年度中央政府總決算附屬單位決算及綜計表審核報告(非營業部分) > 民國88年度(非營業部分) .pdf",fd6764d198dc8392de47b19342f95ac0.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/71/pta_781_2610359_19236.pdf
"民國88年度 > 民國88年度中央政府總決算附屬單位決算及綜計表審核報告(營業部分) > 民國88年度(營業部分).pdf",8512f67565f311633ad78548eb379081.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/72/pta_782_5746466_19257.pdf
"民國88年度 > 民國88年度台北市地方總決算審核報告 > 民國88年度台北市.pdf",cbed62fa0e0d407a724ea50d9fdea678.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/73/pta_783_3455896_19300.pdf
"民國88年度 > 民國88年度台北市地方總決算附屬單位決算及綜計表審核報告 > 民國88年度台北市(附屬單位決算及綜計表).pdf",47cc434cefc40644c01e5280e6cb6ca9.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/74/pta_784_5853428_19330.pdf
"民國88年度 > 民國88年度高雄市地方總決算審核報告 > 民國88年度高雄市.pdf",e2d36f472195c2a8cdb3bab51e6196d0.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/77/pta_787_1803441_19406.pdf
"民國88年度 > 民國88年度高雄市地方總決算附屬單位決算及綜計表審核報告 > 民國88年度高雄市(附屬單位決算及綜計表).pdf",8fd202a3fa0447d8a157bb883f28438f.pdf,http://www.audit.gov.tw/ezfiles/0/1000/attach/78/pta_788_6837875_19418.pdf
